"candidate_id","pick_id","owner_id","scoring_run_id","ownership_timestamp","ownership_complete","owner_state"
"9fa8b2a0-457b-4022-a56e-da7b55e6ae98","40f250c0-0b1c-4efd-b7da-a0a6008b97fc","","","","false","unknown"
"9446d499-db8c-4c7c-8504-c054aa61fdfd","a3eca5db-ce4b-47a7-ba93-a915645e1b1a","","","","false","unknown"
"87fe8249-fc8d-4308-8d21-fed7297e0942","","","","","false","unknown"
"dca0b93d-80d3-4aec-b0a2-c20106021d37","08f48bc6-e52d-43a7-994a-d4dacec3885d","","","","false","unknown"
"f108506b-bab9-44b6-8d75-089549c0d277","","","","","false","unknown"
"70eb337a-7da5-4bae-b5e1-62cbb31a6d47","","","","","false","unknown"
"3842f42e-17a4-42bc-9a26-9500ed89dc6c","94ce923a-3774-44df-bad7-1c7715eb76ca","","","","false","unknown"
"ab60a51d-6652-4837-aaee-dccd08865bd4","5a60d989-8a2a-4907-8797-0380d9604d8a","","","","false","unknown"
"fe34f57e-95c8-4638-9db9-0bbd923b1d26","","","","","false","unknown"
"027f1e98-e9fd-4e4a-87bf-abc7ca0d21ef","9757c0d7-5559-4ff1-af8f-45cb1176cb9c","","","","false","unknown"
"681ec97d-1ff0-407c-aaf9-3dc33878623c","","","","","false","unknown"
"28c20994-21fb-4f48-86a6-cf46a51300a0","27c9b850-b891-4c0f-a875-7d3e4226a712","","","","false","unknown"
"9eed9e36-89b6-4f98-b387-51e4a5d57cb1","86e7820f-4620-4ce5-88cb-825960cc0c08","","","","false","unknown"
"cba8d989-5ee6-4823-9bb2-8663a05657b4","1f1306ef-5d4c-4f4b-9b51-c55c5b879e82","","","","false","unknown"
"5f36f0c8-7a99-420e-977b-b378160d1b72","08b3c3de-5634-4724-8435-b65424182f0c","","","","false","unknown"
"a0c745ff-1a19-45ed-901f-233ebf80ba54","","","","","false","unknown"
"44fb9382-4e2a-431b-a138-9c8e56dcc589","","","","","false","unknown"
"6383f5d1-7b05-42ee-ad14-f29694b0274d","","","","","false","unknown"
"041413a6-c3cb-4e8c-9ccf-7acfe26760fd","","","","","false","unknown"
"648a5b48-ad06-4e98-ab86-544704ab619f","","","","","false","unknown"
"1577eac0-61c6-4ead-b05e-87f69ac45225","","","","","false","unknown"
"975e3a41-6556-4c24-b6b9-d68a6354d173","e74ea247-b103-4001-b39d-270829271d3d","","","","false","unknown"
"3dec242b-1078-4045-8c2e-2dee3db47487","","","","","false","unknown"
"3554b2f0-27eb-4d5d-af85-24996d35f429","","","","","false","unknown"
"d0deaa55-513c-4465-ad32-e2348cbd477f","cfe8b44b-6e45-4ceb-bf29-9b7c554e035c","","","","false","unknown"
"d72b3f8c-d6c4-4a6d-93de-bd35b53e3c3a","","","","","false","unknown"
"e0bbcb29-6c33-43b4-8c63-8bd39dd367d2","d973fde4-33b9-4863-afd4-64e747e7bdf2","","","","false","unknown"
"a190efd6-a12d-4be7-ab80-9c241a85fe83","","","","","false","unknown"
"57e2841f-a4d6-4cca-ab59-3d0d97a9b7d3","f5b1e005-19b6-45f6-8b2f-fb2dd5137d61","","","","false","unknown"
"0b6e658d-daef-49bc-a886-f9826226d64b","","","","","false","unknown"
"575b0b79-042d-4cf0-bdfa-ade0d9869cb5","3141c405-8c47-435d-a70b-3da6179c512f","","","","false","unknown"
"1c22970c-a2ba-415b-a1e6-732637c6342a","1a8bb388-b39b-4353-87a3-129c5cc25868","","","","false","unknown"
"074ac3ee-c354-4a63-9498-337e581a46e5","44b48476-507e-48b2-b7d5-39373462dd25","","","","false","unknown"
"79ad5053-11a4-494a-9491-25f798f6c4ad","3be8b25f-0018-46d0-8c66-9ac21c6326c0","","","","false","unknown"
"13525b33-ef03-428f-ac9b-152817f67c9e","","","","","false","unknown"
"03ed95a4-4942-4611-bd77-48815c94eb81","","","","","false","unknown"
"2118babc-ba73-4202-90a2-d4597c2a2b3e","7946e91e-5845-460d-b6c4-a78c4f682609","","","","false","unknown"
"58bab7f1-6e76-417b-813e-76f5f1300404","064ebbbd-2dc1-492b-824e-8554a124878a","","","","false","unknown"
"8df7c9d7-2ab4-4d2c-bb94-62d32b0dc03d","2ee929fa-f3ad-475d-b582-b5b462804932","","","","false","unknown"
"3698c5e3-9a40-4503-a27b-ece2de17f973","","","","","false","unknown"
"eb4e1ac9-4705-4d70-90c7-0795374a2324","083543a3-9a47-4f9e-bc6f-430d45db7944","","","","false","unknown"
"b4392f43-dac2-4d3f-99e0-e848cf6f4d71","d5260291-103c-4640-8d15-02718cd65114","","","","false","unknown"
"b1fcae80-83d2-4a2c-aba3-8a7a4c6ea67a","","","","","false","unknown"
"322e3496-c34c-4c9d-9fe7-1ba9583311fa","3b8541b7-0349-4e33-93db-40724a89195e","","","","false","unknown"
"4c4c1765-8d0d-4d33-9615-f948f9ba078b","9bc8b475-16dd-41fd-bcf8-fe809552d00a","","","","false","unknown"
"80acc0de-cc05-4a4a-81ae-82d15947c93e","b4713f7b-740c-4374-aa35-7a751e4b1596","","","","false","unknown"
"22796def-7eb3-4c44-9dfa-920eb64fe901","61f9c48e-695c-4783-aad0-fc1692fa607e","","","","false","unknown"
"98cbb593-c162-401d-a11c-fac045ec8e78","","","","","false","unknown"
"fd000b97-2497-4e59-9da4-f208f93af026","1093fe84-d087-448b-802b-5dc153a6c6c5","","","","false","unknown"
"82e60dee-30ee-45e3-a50a-41362c068b24","74dbef29-fda5-4ec0-a04b-bd881df17df3","","","","false","unknown"
"3469e832-e055-48a7-822b-1c0bc53394eb","60fba9a0-31bd-4bed-97d2-9dc1244e2f2c","","","","false","unknown"
"20487994-f9a7-4019-8188-140bf955e3fe","","","","","false","unknown"
"f16d1c13-b222-4921-809c-9286a93626c7","91189b2b-de3b-4858-8098-6056f0061093","","","","false","unknown"
"37f25021-6582-4ab6-9751-c33769e5cbb3","04e404a8-fb76-42ad-80ef-931767f6be74","","","","false","unknown"
"6ac55772-99f6-42cf-9599-436e3260edee","c85e92f6-4603-433d-83bc-a3e920302130","","","","false","unknown"
"82ac20bf-5b08-4bb8-be04-616f7357ed35","ef21021b-34bc-44a3-a1cb-1debe65e95d3","","","","false","unknown"
"d82ae940-e360-4b09-9188-f7f9b01bd766","2c066ffa-84a3-45b3-b72f-2159cfcce342","","","","false","unknown"
"a9552e0d-7db7-4552-98b8-9c9c65f42e83","2c9200cb-473c-441e-b729-b708c0938755","","","","false","unknown"
"63a5cd61-e12b-4d1a-9b46-ed8b6140a88e","87e37047-6bab-46d3-9374-f20ec293b2a1","","","","false","unknown"
"977e53ba-c8c4-431d-96b6-fe72b1b7b074","890e9b88-aa4c-4929-b0e9-03eb89472cde","","","","false","unknown"
"407bd8bb-c8c2-463d-b9bd-a3d4895bac98","07c3fbd8-b64a-4d06-a54a-8d1727b18bb8","","","","false","unknown"
"442d853a-dd6d-4d9c-a5c3-5451d911ee7a","e5e853eb-f25e-4053-bc39-990e7ee5bc82","","","","false","unknown"
"4b49cb7f-1179-42e9-a3a7-f84c1830b1d0","","","","","false","unknown"
"5f27b9ce-3d5c-4806-8cdd-149ae26372e0","3c043584-924d-457e-bd53-04000ec1479d","","","","false","unknown"
"d3481ab1-6aab-4d9b-92eb-e47c5c1d3757","","","","","false","unknown"
"8e534643-ca54-4704-ae69-a5f5dccd0d9c","e2eafb7f-6753-478f-b859-d0dd6cbac4e2","","","","false","unknown"
"e8e8bfec-9b4b-40d9-a110-1b242bc6b70d","d18d286d-ba76-440c-8e0d-5289be6b5fc4","","","","false","unknown"
"c6a1f369-d532-48c6-a7b1-f2c506a6a823","d583677a-e23f-4164-b25b-d6f878da6e0f","","","","false","unknown"
"f265ad98-bf8a-498e-96f1-63e45f2427bc","c9f6e806-47ba-4203-a526-74a605befc4c","","","","false","unknown"
"653ed975-19ba-4edb-b358-abcc41b8c082","e476c954-2124-4519-a027-f581c39bfe60","","","","false","unknown"
"8f175079-1d3e-4ae2-811b-f980ef99a7c3","2cfd493f-2ef6-4c23-8f58-e8f709d85422","","","","false","unknown"
"2da453f5-de34-4127-9158-a986848c355e","bad51049-4cd5-4271-b3a4-a41c60ab2ff1","","","","false","unknown"
"ce3baf14-a1a9-4aed-b140-873417984635","","","","","false","unknown"
"f034ec60-5874-4ff4-95df-ede8c3d83237","0006b4d2-8b6e-43ed-a2a1-f9c5de64e613","","","","false","unknown"
"92435590-f8d2-48ea-955b-ae29f9756a32","e0d64449-f7c4-40d5-b3e3-d2a4325a2610","","","","false","unknown"
"36c90ff1-2a32-46fd-8e7c-f1afd9149ff3","789c2a2f-5365-4d5c-b422-879b8fdcc37a","","","","false","unknown"
"f1e1e681-bf90-4f3c-ac23-6293597bb06c","","","","","false","unknown"
"c454ae18-19c3-4a74-a14d-edd1123105c9","","","","","false","unknown"
"34f2e85b-8f73-45ca-91a4-4e47f0da5cfa","632c2604-429a-4d43-8e48-d9e7f9043468","","","","false","unknown"
"5564586e-85dc-42e7-8878-2f75112e91ae","38fe4e89-f9d7-4168-a45b-18c1b51c7477","","","","false","unknown"
"de4b27bc-0a62-4ee5-b146-142bae0bc191","0e2c8ddd-2211-4540-9815-c1ea6d84f652","","","","false","unknown"
"602da251-e1db-4e79-a55f-b9a5735cb613","18e9d89b-8cb3-4ee3-acb9-1fbad437364a","","","","false","unknown"
"6f7efba8-768a-41b9-801d-49d90e8bcebd","cafe3900-2904-46e1-9e7d-d97feb30166f","","","","false","unknown"
"91363ef0-07fc-40e3-a0e1-304f55765dfd","9d950b34-fdbe-4a36-8b02-eb6517839eb5","","","","false","unknown"
"7540c8d0-3152-43e1-b24d-07439ce063eb","cb67aa33-121f-4353-8356-20ba89710c1e","","","","false","unknown"
"d8afdea3-6ae5-4825-95b1-a6803be4abfd","2c3521ec-812d-4bf5-9ee1-49139d7412a4","","","","false","unknown"
"6457c30e-1d93-4133-b4df-255242db3501","45f24d94-47f4-4e79-830a-4434d50978bb","","","","false","unknown"
"05b3da37-af96-4c38-b890-592dcdaf4c76","d33171fc-ce6e-48a2-86cc-6d0622b13d74","","","","false","unknown"
"dd19ad5f-3a49-4dd0-929e-ee9e13ce7761","0ec2e870-f68c-4f20-b8d4-e77ba2f6b244","","","","false","unknown"
"abdb6412-2dca-4c4b-ac67-8c35c46579d8","","","","","false","unknown"
"97958d22-7d03-4557-9505-300e2a1922dc","","","","","false","unknown"
"5d34502a-3ad6-4d57-b808-b226ca517c73","c78bc5d4-f687-4ab2-ad0b-681ea223cd6e","","","","false","unknown"
"3036c961-caf8-4179-901e-92a097352e84","e0d4dcf8-ede8-404c-94bb-285356699071","","","","false","unknown"
"87dffbef-5637-4873-b98a-0c2653ab770b","63f41002-8821-4e57-9212-ec22e8efdb84","","","","false","unknown"
"a4050654-77ff-44cf-a797-1b5e027c7883","37bc9f34-42e5-4ffc-a5c5-05cb35692460","","","","false","unknown"
"11cda79e-5b62-4bbc-9132-a80028134ee5","","","","","false","unknown"
"e57bebf5-9e51-4b36-b742-1f6843daeead","f6b1f04e-4dd8-486a-8399-515c3a72800e","","","","false","unknown"
"0091d28a-9d2e-44f6-983e-7d013a034d1e","","","","","false","unknown"
"f4bd7af9-a504-462b-805d-bf470ab2eed5","b7f4cf19-a5ef-42af-98c0-632927c0bba4","","","","false","unknown"
"5287dad4-1b93-4065-be7d-5befa272a192","c2cb6119-33e9-4052-9493-0f467dfc93ed","","","","false","unknown"
"88021c37-28ab-46a2-a052-70553331f6d6","","","","","false","unknown"
"a84dbbac-7be1-4178-bae0-15cdde4f00dc","91867947-2584-4445-bcab-f5ffd84cda39","","","","false","unknown"
"2e5229df-dca8-4dc8-bbee-4b51a971ca97","2ac7cbed-afcc-4df3-84de-021f856065df","","","","false","unknown"
"daabc9b9-ae8e-4688-a1cf-65bdafc44fa1","9e53647b-714d-4535-99b6-059cd64c62b8","","","","false","unknown"
"1f90828d-9b26-4958-956c-40140c4d517c","ac6db809-4ef5-4edc-b3f1-ea05ab89c815","","","","false","unknown"
"a782e338-dffa-4e90-81f8-e4f9b04b2f00","","","","","false","unknown"
"74783104-e0b9-4229-aef3-81b25d81ef89","","","","","false","unknown"
"0f8bfb49-1106-42ac-a2ad-8ec83270bfe7","9996bd94-d177-474b-8caa-fae675e1d95d","","","","false","unknown"
"1e9d7f22-62c4-414c-ae2b-9f5784d8d9d4","5577c031-dfcd-46bc-8c78-56e80b46686b","","","","false","unknown"
"1264af92-7083-464a-b320-549889e38610","632de0c0-62dc-4c92-bf17-703f69c7680f","","","","false","unknown"
"77fbe43e-1009-44df-b9a8-d81f5569fe16","","","","","false","unknown"
"7e8c6206-f92c-4128-b45b-c928d7bdc84a","689d5a92-4e89-4af5-89a6-ea5f61c946c5","","","","false","unknown"
"524f1135-4898-4dec-8142-3f24847baa96","","","","","false","unknown"
"a3b3e493-6a01-4605-959d-8da22d865288","b645a73c-e2be-4b6e-b9bb-2e03b6c8a84c","","","","false","unknown"
"0a65e96e-932e-4ad1-ac9d-13adea8a9e38","b912cff0-8fbf-4251-8ef2-9fd3fd469edc","","","","false","unknown"
"a33ecea4-7ff1-4c78-bef6-1a68a29cd194","","","","","false","unknown"
"17c1f4e6-eab5-4552-8cf8-b7e6dd09a3ea","","","","","false","unknown"
"cdb7a6d8-6e18-42b3-bab7-7df954fb8459","22be02f4-3300-4a04-8111-dcf38aedab1c","","","","false","unknown"
"206b47cd-f435-4fc3-a0b3-f2a3fecc2135","d55df9e6-1d7b-4a64-802e-0294a5bd7a15","","","","false","unknown"
"7e9b0a34-6ede-4a96-9d11-bfcb2add478a","","","","","false","unknown"
"c1bd0b67-c755-42f4-968f-280e5c517cfc","5f6d1c2f-0800-4290-8cf8-5a18d8baaab2","","","","false","unknown"
"6532d5b5-2a23-4ccc-a1d4-7595e175c2b1","","","","","false","unknown"
"0d51dd0a-7ea7-4dab-9c68-683ddbacb7f3","897524ba-2649-4c34-8344-6ef81312dab5","","","","false","unknown"
"6347647c-7f61-476c-b465-df6a139b3474","986fdd3c-92fd-4634-96ca-041aa3e7fb03","","","","false","unknown"
"d86e0a7f-59d0-426c-a557-846b261d1aae","fde86531-43cc-46ea-95a5-ea0fd71908f4","","","","false","unknown"
"1ff55219-5619-44f4-a926-ce7ab539fb0a","","","","","false","unknown"
"f2911f45-57b8-4583-9acc-3ed65730171e","87ea5240-d4e2-4fa2-9b42-087066b992dd","","","","false","unknown"
"ea61fcbc-cc8a-443d-a5ef-e05a0ec0b984","acf6d2e9-b6a1-46eb-873a-978d62c9a41a","","","","false","unknown"
"dce33422-09bf-4974-8445-da9eae054326","cc59b39d-ec17-49dd-a2c8-01e978052b4c","","","","false","unknown"
"32a348ca-0920-4088-b928-f36b22eb7dfb","3e13d3ed-e059-4f1a-bea1-e037a00538d9","","","","false","unknown"
"2a3ddc62-1a1b-4442-b3c2-fbb29f3e33cd","ced6ddf6-11b9-4369-aa1f-aafa5ea88194","","","","false","unknown"
"c3c8df93-18f5-4492-a4f8-4072c4d8e85e","","","","","false","unknown"
"93b1645b-8d7f-4b39-94b5-b3fb0dadf9c6","9f81d3e7-60cd-43ed-80f2-d8d7b91aab2d","","","","false","unknown"
"4c90f36c-5f8d-4657-94f2-8378c9174b73","7b792c44-e200-4285-9b94-264a5c796d1a","","","","false","unknown"
"d0776acb-4290-4207-9386-a2607b539b70","a0bafb08-9c39-4df7-bebc-03a3d2c58bfa","","","","false","unknown"
"363b15e4-b5e5-4a30-8077-504151e423f3","","","","","false","unknown"
"bc4adfcd-251d-49e6-ad34-4efc6b729ce7","","","","","false","unknown"
"f509cb23-1a29-404b-b541-669d3531ea71","d9a9f519-9354-4a98-8983-f9325e38ed71","","","","false","unknown"
"39530add-b03f-4642-b0f0-8badd04290f3","27233913-897d-4b9f-810c-da9bc69be98c","","","","false","unknown"
"8987a3fb-1340-4adb-8a5f-e20655f2ebd4","","","","","false","unknown"
"7af1f312-8566-4ccb-b105-0dc38a5d3286","","","","","false","unknown"
"505b8cc1-a6d1-4c14-be43-96ececf64472","e52af6c1-bae9-4461-b307-be9b2ad7619e","","","","false","unknown"
"e04d03bd-6a82-4a63-8d4e-4d7d0da3445e","749a4e96-f4c8-4680-94a0-281de243b1eb","","","","false","unknown"
"d5975075-7d6e-4ad9-b007-ae3a4b1c53bb","2b865963-4c6b-43a8-a857-29f198c84694","","","","false","unknown"
"d95c3209-dcf9-4417-85d8-a2182b739858","","","","","false","unknown"
"49bbe554-ca0f-463f-8682-e21982966140","","","","","false","unknown"
"df65538e-29ec-4d85-8357-e9c83f19f2a3","c0dde724-77eb-400f-b41d-fc76faa54cf7","","","","false","unknown"
"36e70d16-c795-4408-a258-606469a7cbaf","3ff63734-de47-43c2-bc93-f15b3488f704","","","","false","unknown"
"4c4402ac-3eae-4a3b-b54e-0b67694f3fea","8dbbf282-7e18-4882-aa89-df506ecdf03d","","","","false","unknown"
"b31930f9-fb92-4235-a992-c5ab904b1407","","","","","false","unknown"
"163fa375-9ed0-4e56-b037-28ce121d2eec","","","","","false","unknown"
"74e112c8-969c-4d7c-8353-5fd333dc5b4b","","","","","false","unknown"
"a8192193-b1d6-4d67-8a5d-3bc4895d295f","d8e215f2-71ef-473d-84ef-bae1d1065fc0","","","","false","unknown"
"241084f0-0a3a-48ab-95e0-3d64a429b07c","","","","","false","unknown"
"77254722-175e-4036-8a0e-46b7a3330046","dbb44353-b0de-4ac4-80f5-0ff88e12e63d","","","","false","unknown"
"fdf24040-d67d-4132-a8b1-b3be19cbdbb8","","","","","false","unknown"
"f798b1e2-b8f5-456d-b149-a5ad56400bff","","","","","false","unknown"
"96cd4a16-3ed7-4e49-98c1-d1691363680d","","","","","false","unknown"
"231b413f-c8a9-4ff4-b9e6-d5e2be39b931","","","","","false","unknown"
"2e0a5a60-f237-484c-8dcf-645e70802596","6910e1d8-ae33-4d89-ace2-f31df3899151","","","","false","unknown"
"8bf1f9a0-a709-491f-8fe1-e95ce44fc4d4","","","","","false","unknown"
"2757f384-81a7-4ddb-9759-1adafc8877ef","","","","","false","unknown"
"2e506b78-2fb1-42e6-8a8c-38dc9571435b","a97f7ab9-93d1-4885-9653-06108847bb0d","","","","false","unknown"
"da22f7ad-a198-4091-b4fc-5288b61a5cb7","016c4bf0-b5cb-4d99-8109-727819a6d6f9","","","","false","unknown"
"8318612d-47fa-49ca-919f-d0d12244b975","c3236427-9004-4447-b076-0624fe504f7f","","","","false","unknown"
"630e8023-bd01-4895-b6fb-3158a1eca462","","","","","false","unknown"
"6c472075-622d-4e79-ba36-11e6d728ff00","","","","","false","unknown"
"ca47bc3b-f51e-4ba4-80c7-a245fc753e0b","a4e4929d-cb99-45b1-afd7-1ec782f9673b","","","","false","unknown"
"6271a6b2-aa79-4c8c-98f8-c61abbfe140a","e82720c5-fa27-4219-9044-670c971ffa57","","","","false","unknown"
"ec230240-abea-44f8-9673-07aa9dcda2c9","","","","","false","unknown"
"38dca403-7042-465e-ad56-c924f4b7db64","0b22d6dc-4c0c-4f2d-8e9a-462e988a6f6e","","","","false","unknown"
"f6f3b432-6640-4190-8482-4841d74d1782","","","","","false","unknown"
"d6c6f466-adb1-432d-87c3-c0888b1ea94d","","","","","false","unknown"
"b92bab11-ae67-4042-8ded-4bec04d24bfa","4459d352-434e-4811-87ff-3fe99077d3bf","","","","false","unknown"
"4f114cb1-761b-479a-acb2-38bdd7fa54a2","88e68684-fd8e-4245-bd5e-2c41cb0f606b","","","","false","unknown"
"f7ef2d8e-e8af-4ae9-a72d-0ab8037c685a","","","","","false","unknown"
"b7402992-f360-4db9-9684-6984ec618ebc","0ce28b55-d28a-4ae7-89b0-954395e21350","","","","false","unknown"
"5c9b23a8-d040-4069-a3c8-3072fbaa0cde","","","","","false","unknown"
"025b3211-0edd-4bb2-b80b-d363fac54533","23a81a62-1c19-46ac-b443-8dfd1dfffc5b","","","","false","unknown"
"fdf99827-31ca-4277-a61c-d5487cfe51a1","ce79a938-63d7-4617-939e-228480fd9cb5","","","","false","unknown"
"a2be2ded-b858-489d-9ef5-0bc04427d3ed","5ef1ea54-6c01-41b7-8083-e584c22a773c","","","","false","unknown"
"ddb54b4e-6fe3-424c-8def-5fb9ce6f9deb","","","","","false","unknown"
"1c08a462-32e2-4ca8-b259-5c1b118a77b0","","","","","false","unknown"
"04c9827c-5751-4826-8d8f-46007604aad8","","","","","false","unknown"
"2c99cb54-8cc2-483c-87cf-5cfb4895842e","533d866e-9bc5-47e8-8262-44980d4c1ec2","","","","false","unknown"
"b1eda090-15cc-4f63-9a79-dfb982bd0f70","8f54aec2-30f7-4cea-a2b8-163a6cd912e9","","","","false","unknown"
"a52e10c2-beeb-40e3-981c-02d4ae739291","98fb8437-2c8e-4053-9780-279e63e344c5","","","","false","unknown"
"3a3cad0c-2db0-4a6e-98c0-32f617a8c88d","","","","","false","unknown"
"e3060214-8938-415f-bb00-e3a6814c2df4","","","","","false","unknown"
"38aea3e8-6c80-41ad-8ed2-3dc4fe9cb687","55f3a41b-ab62-4f60-914c-900b92b34ab2","","","","false","unknown"
"8e9b1683-7d30-40de-83ae-77869deefd61","","","","","false","unknown"
"be8a23af-e242-48e4-82a6-88f30bd3144b","8e78fc2f-5af4-4457-9b86-26813b7f9f99","","","","false","unknown"
"23920208-f2ee-404f-b63a-e93d9069a82b","c6cd82bb-e315-4ae1-817f-2854756b2426","","","","false","unknown"
"5f0de346-e730-426d-8bd0-7f69033b112d","","","","","false","unknown"
"887e60bb-cc4b-4e2c-8d7b-d2197b3f7dcb","35f23c07-60c2-4ddc-a252-c12abed679f6","","","","false","unknown"
"3ce0e84c-8346-4d98-b8f4-2d439fc941c2","fcc1377c-f2bd-4482-80eb-885ce45808a2","","","","false","unknown"
"5c544d7c-5421-48ed-b91a-3b614b82ab24","","","","","false","unknown"
"99b11170-68d5-478d-bdf9-6f4df09bcb61","","","","","false","unknown"
"874f653d-8215-4b14-8877-710849d35732","71ec38c5-05eb-4738-aaae-9c5b8fcd902f","","","","false","unknown"
"0ee354d8-fbdc-4464-abbd-fb91e61f56be","84e043d2-a03f-4358-8441-a8c20119d868","","","","false","unknown"
"ad39ea09-39d5-4632-b0ff-e33eac21c602","6ca7a72d-43b4-439c-bb78-c38050fb48b2","","","","false","unknown"
"b9fcbf6e-867d-4afe-bf0b-cd51a582bb62","1c79d1a5-74e0-4199-af71-fe8c89d86d1f","","","","false","unknown"
"e40d7c7d-f5b9-4118-9475-80ba0620143f","","","","","false","unknown"
"e815fa8a-089e-464e-ba46-8e8d19968cd5","551d7beb-a121-4210-9e49-f085aa53c68e","","","","false","unknown"
"8828cf75-a47b-4eae-bf0e-bd7b66a8046b","","","","","false","unknown"
"4af05368-2485-4642-bb7d-e7fe476e1e80","","","","","false","unknown"
"5fbd7f8f-0fd3-4c62-b4d9-aa0713fbeef4","0c5822e8-db1f-4ee0-8ed3-68cf44a3477c","","","","false","unknown"
"dcd69870-8389-44e4-91fa-d59116b10232","10607e3c-1f56-4805-8ff1-79a8d607b107","","","","false","unknown"
"78ba0093-7e3a-49ba-86ea-b7c3cb71b7e6","","","","","false","unknown"
"44a3c8d2-c7fd-4bdb-b178-b72914287e17","","","","","false","unknown"
"e3c79611-66f3-4a5f-8fb3-98e1bcd5a3d0","ecab369e-9e3c-406a-ba6b-5213662bbd2c","","","","false","unknown"
"5a5aff80-3f52-4a11-8c53-93ec35950d91","181381a6-f0c2-454e-849c-61a37d526a72","","","","false","unknown"
"ad81b1f6-2345-4360-8030-084883d930a9","06afdb99-a5fc-45bd-9266-0152e974aa84","","","","false","unknown"
"b9dd2296-3d8f-4a32-9731-784c12b44495","11652e88-af06-4aaa-98db-c7326c2602d6","","","","false","unknown"
"e9efe676-eb4d-4154-8a95-4b6e9163b129","7fdd961a-bdab-4536-afa6-6b4358a8214f","","","","false","unknown"
"57607d86-6d74-458e-a95a-20025e5f7cca","2b3b800b-b1e6-407b-bfc6-aa19f0241e99","","","","false","unknown"
"00439a02-d6b1-4a6a-a892-f9797f02216f","","","","","false","unknown"
"8c00310a-3f7a-4f51-9450-47e4375b92fc","198c5564-aa46-46a5-a751-6c88bab6ca97","","","","false","unknown"
"cd8cc723-b524-4ddf-a70a-2454c435a068","33f69f31-863f-42d7-b6cd-0efec276ff72","","","","false","unknown"
"a22d8dbf-5282-4b37-81e1-70b502478490","eef04c7e-75e0-42b1-b379-bcdb11e6cab0","","","","false","unknown"
"f56ac2e4-87a7-4363-b174-6e5408a58bf4","","","","","false","unknown"
"74a28db3-c510-4039-adac-ecb809c9e57f","916f0dc6-4e7c-4607-92af-68e054946a3a","","","","false","unknown"
"7a97a5dc-6669-410c-9046-cc8436b103dd","c29a6da1-260b-462c-b53e-b8ea6fd4d492","","","","false","unknown"
"58bd4294-41f4-4f75-9080-66747fe424bc","","","","","false","unknown"
"0da544cb-8546-4e1f-9b02-1ace979e18b2","03b510b2-827d-449d-b1ff-4c3dbd67bc46","","","","false","unknown"
"2b28a994-a176-4761-9bbe-6f69236123ab","a696a241-278f-4169-a82e-e621af875cc7","","","","false","unknown"
"734d1442-45a6-4462-adac-a4b07515835a","","","","","false","unknown"
"7c9bff5d-f1b0-4378-b42b-18677035806a","","","","","false","unknown"
"2cd82a77-2b6a-4ffe-9fe5-4d4eae0f5620","","","","","false","unknown"
"df7150bf-e6d7-4157-b214-5c1555f8ae05","","","","","false","unknown"
"f54ac9da-16bb-4340-b203-039ee4002ae4","","","","","false","unknown"
"421ba228-2a0a-4557-a706-ef8f00517d85","fd527586-f235-47cb-979f-007eb2c453f6","","","","false","unknown"
"3119d770-5e0f-4a1e-a165-a02e58a9dc5a","70bee2ee-03c0-4cd9-8f3a-e039adec3f27","","","","false","unknown"
"e70354d4-f2d8-4b06-b57c-6ac7898f35f6","","","","","false","unknown"
